Candidate_ID,Name,Age,Gender,Education_Level,Years_Experience,Skills,Applied_Position,Application_Status,Interview_Score,Hiring_Decision,Salary_Expectation,Past_Applications,Num_Certifications,Assessment_Score,Time_To_Hire_Days
1027,Candidate_27,27,Female,Bachelor's,1,"""Java / Spring""",Software Engineer,Accepted,56.0,Not Hired,49754.0,9,3,54.0,29
1028,Candidate_28,26,Male,Bachelor's,13,"""JavaScript / React""",Data Analyst,Pending,72.0,Not Hired,77912.0,9,3,78.0,27
1029,Candidate_29,46,Male,Master's,18,"""Python / SQL""",Software Engineer,Rejected,62.0,Not Hired,31201.0,5,5,77.0,12
1030,Candidate_30,41,Female,Master's,4,"""Python / SQL""",Data Analyst,Accepted,69.0,Not Hired,49151.0,7,4,73.0,22
1031,Candidate_31,32,Male,Master's,12,"""Python / SQL""",Marketing Specialist,Rejected,61.0,Not Hired,78014.0,9,5,51.0,38
1032,Candidate_32,26,Female,PhD,1,"""Data Science / ML""",Data Analyst,Pending,61.0,Not Hired,55090.0,10,4,62.0,34
1033,Candidate_33,48,Male,Master's,13,"""Java / Spring""",HR Manager,Rejected,93.0,Not Hired,110560.0,3,0,91.0,24
1034,Candidate_34,49,Male,Bachelor's,19,"""JavaScript / React""",Marketing Specialist,Accepted,93.0,Hired,107052.0,6,4,76.0,60
1035,Candidate_35,34,Male,Bachelor's,4,"""Python / SQL""",Data Analyst,Rejected,95.0,Not Hired,82343.0,0,0,76.0,13
CAND1036,Candidate_36,46,Male,Bachelor's,12,"""HR / Management""",HR Manager,Pending,87.0,Not Hired,105118.0,9,0,60.0,41
CAND1037,Candidate_37,36,Male,Master's,15,"""Java / Spring""",Marketing Specialist,Rejected,96.0,Not Hired,71952.0,4,4,95.0,33
CAND1038,Candidate_38,31,Male,Bachelor’s,10,"""HR / Management""",HR Manager,Accepted,69.0,Not Hired,66628.0,3,1,55.0,39
CAND1039,Candidate_39,30,Female,Bachelor's,3,"""Java / Spring""",Marketing Specialist,Rejected,98.0,Not Hired,108836.0,5,1,62.0,9
CAND1040,Candidate_40,29,Female,Bachelor's,10,"""Java / Spring""",Software Engineer,Rejected,67.0,Not Hired,37247.0,6,2,66.0,45
CAND1041,Candidate_41,28,Non-Binary,Bachelor's,6,"""JavaScript / React""",Software Engineer,Rejected,78.0,Not Hired,31888.0,7,4,79.0,40
CAND1042,Candidate_42,47,Female,Bachelor's,11,"""HR / Management""",Software Engineer,Accepted,89.0,Hired,39290.0,9,5,60.0,45
CAND1043,Candidate_43,43,Male,Diploma,9,"""Data Science / ML""",Marketing Specialist,Rejected,90.0,Not Hired,47214.0,1,4,72.0,35
CAND1044,Candidate_44,23,Male,Bachelor's,16,"""Java / Spring""",HR Manager,Rejected,66.0,Not Hired,56988.0,3,1,51.0,26
CAND1045,Candidate_45,50,Female,Master's,2,"""HR / Management""",Data Analyst,Accepted,93.0,Hired,59199.0,0,2,63.0,32
CAND1046,Candidate_46,38,Female,Bachelor's,4,"""HR / Management""",HR Manager,Rejected,81.0,Not Hired,43933.0,5,4,61.0,38
CAND1047,Candidate_47,47,Female,Bachelor's,2,"""HR / Management""",Software Engineer,Pending,73.0,Not Hired,42263.0,5,5,82.0,42
CAND1048,Candidate_48,39,Male,Master's,7,"""JavaScript / React""",HR Manager,Accepted,87.0,Hired,60142.0,3,3,63.0,43
CAND1049,Candidate_49,32,Male,Master's,14,"""HR / Management""",Data Analyst,Accepted,76.0,Hired,86234.0,9,1,99.0,6
CAND1043,Charlie Smith,44,Male,High School,9,"['""Data Science / ML""']",HR Manager,Rejected,87.39998719357365,Not Hired,45018.10595477797,1,4,75.20385746030551,32
1012,Charlie Williams,43,Female,PhD,0,"['""JavaScript / React""']",HR Manager,Rejected,60.50837498631602,Not Hired,40154.296888468016,8,1,69.80167444185514,43
CAND1040,Harry Rodriguez,29,Female,Bachelor,10,"['""Java / Spring""']",Marketing Specialist,Rejected,73.55159347078147,Not Hired,37974.81619857763,6,2,66.76454710393108,49
CAND1041,Ivy Brown,26,Non-Binary,PhD,7,"['""JavaScript / React""']",Software Engineer,Rejected,83.77591106621077,Not Hired,34078.0396085862,7,4,81.80130734963508,35
1020,Eve Smith,43,Non-Binary,Diploma,21,"['""HR / Management""']",Marketing Specialist,Pending,50.90844528077326,Not Hired,34842.26330472291,5,2,72.86637069529233,20
1025,John Rodriguez,22,Female,Master,9,"['""HR / Management""']",Marketing Specialist,Rejected,73.81122524753553,Not Hired,36928.000799586494,9,4,49.19437392180859,56
1005,Jane Williams,47,Male,High School,1,"['""Java / Spring""']",HR Manager,Rejected,87.37111734091964,Not Hired,59906.13160632432,10,0,64.8302379235341,59
CAND1049,Ivy Brown,30,Male,High School,16,"['""HR / Management""']",Software Engineer,Accepted,77.03159243969988,Hired,89687.9994355813,9,1,93.40055567288032,8
1021,Grace Rodriguez,31,Male,High School,15,"['""Python / SQL""']",Data Analyst,Accepted,77.26855754036474,Not Hired,107994.86272108089,8,4,56.58340452696049,55
1034,John Brown,51,Male,PhD,18,"['""JavaScript / React""']",HR Manager,Accepted,100.0,Hired,115605.72364409293,6,4,82.93337703192287,65
1019,Harry Rodriguez,37,Female,High School,5,"['""Data Science / ML""']",HR Manager,Pending,52.5990310758127,Not Hired,98265.24956206352,2,0,62.77374152796471,22
1029,Charlie Rodriguez,48,Male,High School,20,"['""Python / SQL""']",Software Engineer,Rejected,72.29400574173343,Not Hired,31208.287597985287,5,5,76.36451354397133,8
1002,David García,36,Female,Bachelor,12,"['""Python / SQL""']",Data Analyst,Pending,59.99444600492267,Not Hired,88416.77405636085,9,0,72.92412940983122,41
1015,Bob Smith,29,Female,Diploma,6,"['""Data Science / ML""']",HR Manager,Rejected,100.0,Hired,34030.576501051306,7,5,91.8490609033275,32
CAND1041,Ivy Smith,27,Non-Binary,Bachelor,7,"['""JavaScript / React""']",Marketing Specialist,Rejected,86.47033728014452,Not Hired,30921.95006734662,7,4,71.43954363678752,41
CAND1048,Ivy Miller,41,Male,High School,9,"['""JavaScript / React""']",Data Analyst,Accepted,92.36651580007727,Hired,66056.96165175263,3,3,55.60208591711896,47
1034,Ivy Jones,48,Male,High School,19,"['""JavaScript / React""']",Software Engineer,Accepted,91.35199358592594,Hired,117041.15962268838,6,4,73.46971181464407,60
CAND1048,Ivy Jones,39,Male,Bachelor,7,"['""JavaScript / React""']",HR Manager,Accepted,95.59200251972189,Hired,54881.51814197711,3,3,67.90081009862342,47
CAND1040,John García,27,Female,Master,12,"['""Java / Spring""']",HR Manager,Rejected,72.03337230434519,Not Hired,36309.202720200854,6,2,57.40241362517921,49
1003,Ivy Smith,31,Male,High School,20,"['""HR / Management""']",HR Manager,Rejected,76.56025325132693,Not Hired,63814.20026906259,0,3,88.86873449623073,54
CAND1037,Jane Miller,37,Male,Master,17,"['""Java / Spring""']",Data Analyst,Rejected,96.10392469495851,Hired,69782.89149626877,4,4,91.24764022385884,38
1017,David Johnson,24,Female,High School,8,"['""Java / Spring""']",Data Analyst,Rejected,73.19219166295863,Not Hired,102269.25725957603,0,0,81.51835556540146,31
1004,Ivy Smith,45,Female,PhD,19,"['""Data Science / ML""']",Marketing Specialist,Rejected,100.0,Not Hired,53737.878956105764,7,4,70.0740709798472,10
1002,David Williams,35,Female,PhD,11,"['""Python / SQL""']",Data Analyst,Pending,44.778886054995155,Not Hired,83968.67581770352,9,0,69.88793919863402,48
1026,David Johnson,24,Female,High School,18,"['""Java / Spring""']",Marketing Specialist,Rejected,99.89974080350252,Not Hired,75408.32277424845,10,3,53.39363687118768,49
1034,Bob Miller,49,Male,Master,19,"['""JavaScript / React""']",HR Manager,Accepted,93.90832145536665,Not Hired,99894.06384081749,6,4,68.59875362239819,62
1019,Harry Brown,37,Female,High School,4,"['""Data Science / ML""']",Marketing Specialist,Pending,51.90266472080301,Hired,104548.27401789009,2,0,57.064572097173496,23
1017,Jane Jones,21,Female,High School,9,"['""Java / Spring""']",Software Engineer,Rejected,66.51421192375777,Not Hired,110060.76037492743,0,0,73.9244932469084,41
CAND1037,Harry Smith,36,Male,PhD,14,"['""Java / Spring""']",HR Manager,Rejected,100.0,Not Hired,74982.20386791801,4,4,99.2363892412298,37
CAND1041,Charlie García,30,Non-Binary,High School,5,"['""JavaScript / React""']",HR Manager,Rejected,79.08667127088361,Not Hired,28843.563216135255,7,4,83.6719545503659,38
CAND1046,Bob Jones,40,Female,Diploma,4,"['""HR / Management""']",Marketing Specialist,Rejected,85.10338728130024,Hired,39899.89531550941,5,4,74.92050474356736,41
1008,Eve Brown,31,Female,PhD,19,"['""Java / Spring""']",Marketing Specialist,Accepted,68.42714212303434,Not Hired,93569.21607950893,6,0,95.31710740789742,9
CAND1046,John Williams,39,Female,PhD,4,"['""HR / Management""']",Marketing Specialist,Rejected,86.7164637929657,Not Hired,42863.4096124733,5,4,52.6392973769735,38
1006,Ivy Brown,28,Female,Master,18,"['""Python / SQL""']",Marketing Specialist,Pending,91.74611970690471,Not Hired,49875.296050126315,1,4,97.33113211613968,35
1000,Grace Brown,25,Female,Bachelor,13,"['”HR / Management""']",Software Engineer,Accepted,78.49772434169778,Hired,60792.629181290795,1,2,98.92414484140653,7
1028,Ivy Jones,26,Male,High School,12,"['""JavaScript / React""']",Software Engineer,Pending,70.70063273278461,Not Hired,80341.15450940625,9,3,84.20028627401845,23
1010,David Williams,39,Female,Bachelor,12,"['""JavaScript / React""']",Data Analyst,Rejected,96.90788419541616,Hired,84221.82569274893,10,3,73.56387890504033,15
CAND1043,John Jones,44,Male,Master,11,"['""Data Science / ML""']",HR Manager,Rejected,81.91128721179221,Not Hired,51395.4192424506,1,4,75.86917389831511,40
CAND1039,Eve Johnson,30,Female,Master,3,"['""Java / Spring""']",HR Manager,Rejected,90.38352705669224,Hired,113101.71510374213,5,1,63.51884270665728,5
1034,Charlie Brown,50,Male,Master,20,"['""JavaScript / React""']",Marketing Specialist,Accepted,95.05926614586848,Not Hired,113305.23211872956,6,4,71.27095916467675,58
1026,Harry Martínez,23,Female,High School,16,"['""Java / Spring""']",Data Analyst,Rejected,94.75690920241206,Hired,69456.84592774817,10,3,53.33602412134404,41
CAND1043,Jane Miller,42,Male,High School,9,"['""Data Science / ML""']",Data Analyst,Rejected,93.07134716896209,Not Hired,44144.21563762728,1,4,74.79617291364836,33
1011,Grace Smith,50,Male,High School,1,"['""Data Science / ML""']",HR Manager,Rejected,71.49941743459303,Not Hired,126931.17606977845,5,0,58.89889754459628,31
1027,Ivy Miller,25,Female,PhD,2,"['""Java / Spring""']",Marketing Specialist,Accepted,57.32025934855119,Not Hired,48712.173687488634,9,3,48.44918315203024,28
1016,Charlie Miller,25,Male,Diploma,22,"['""HR / Management""']",HR Manager,Pending,77.55489972844049,Not Hired,36714.269281992194,8,2,56.773134252217716,50
1015,Charlie Brown,32,Female,Master,5,"['""Data Science / ML""']",HR Manager,Rejected,96.08968154810347,Not Hired,32910.05621393167,7,5,84.12564202134504,33
1019,Bob Rodriguez,38,Female,Master,6,"['""Data Science / ML""']",Data Analyst,Pending,51.27361503239987,Not Hired,87745.81599618169,2,0,53.22657314143002,23
1004,Ivy Rodriguez,44,Female,High School,17,"['""Data Science / ML""']",HR Manager,Rejected,98.49915247573689,Not Hired,48288.78850861948,7,4,61.875996035602824,15
1008,Bob Jones,34,Female,Diploma,20,"['""Java / Spring""']",HR Manager,Accepted,61.13158759637969,Not Hired,97989.00140774295,6,0,88.98404952564552,16
CAND1046,Jane Williams,38,Female,Master,6,"['""HR / Management""']",Marketing Specialist,Rejected,86.37078194598712,Not Hired,43836.33437348901,5,4,63.95039835052753,39
1032,Harry Davis,27,Female,Diploma,1,"['""Data Science / ML""']",Marketing Specialist,Pending,54.98162704635409,Hired,58903.83258304687,10,4,65.28528408211463,29
1032,Alice Miller,27,Female,Master,3,"['""Data Science / ML""']",Data Analyst,Pending,62.7134542679465,Not Hired,58865.10825191602,10,4,69.83232334909151,37
1017,John Davis,20,Female,Bachelor,11,"['""Java / Spring""']",Data Analyst,Rejected,72.97687425578235,Hired,107177.85171942528,0,0,80.03932146641463,40
1011,John Miller,49,Male,High School,0,"['""Data Science / ML""']",Software Engineer,Rejected,73.30328575958052,Not Hired,122754.69585785952,5,0,46.57872780836454,29
CAND1040,Charlie Smith,27,Female,Bachelor,9,"['""Java / Spring""']",HR Manager,Rejected,66.46405946623214,Hired,35430.832998196725,6,2,66.94562001467655,48
CAND1049,Ivy Martínez,33,Male,PhD,16,"['""HR / Management""']",HR Manager,Accepted,69.21673263918365,Hired,91934.78602458195,9,1,99.92395746255036,9
1034,Ivy Martínez,48,Male,Bachelor,21,"['""JavaScript / React""']",HR Manager,Accepted,100.0,Hired,98310.99303792488,6,4,76.1963169486565,55
CAND1042,Bob Davis,49,Female,PhD,10,"['""HR / Management""']",HR Manager,Accepted,84.51705622234283,Hired,37232.754920607185,9,5,61.41689737400196,46
1020,John Jones,43,Non-Binary,High School,21,"['""HR / Management""']",HR Manager,Pending,58.449719429460316,Hired,33739.22887900763,5,2,66.28240628554127,21
1023,Jane Smith,30,Female,High School,5,"['""Java / Spring""']",HR Manager,Rejected,51.2138184412657,Not Hired,104028.27375287481,6,1,70.83693143947117,29
1031,Harry Johnson,32,Male,Bachelor,14,"['""Python / SQL""']",Data Analyst,Rejected,58.40666013390628,Not Hired,81771.1454539311,9,5,55.68841242055382,43
1007,Grace Williams,22,Non-Binary,Diploma,0,"['""Java / Spring""']",HR Manager,Accepted,77.05181376950664,Hired,76302.4585735043,5,3,64.33448133825746,33
1025,Grace Martínez,23,Female,Diploma,10,"['""HR / Management""']",HR Manager,Rejected,74.33476428856126,Hired,40429.3958922314,9,4,58.332615638478146,52
1000,Charlie Johnson,26,Female,High School,12,"['”HR / Management""']",Software Engineer,Accepted,86.72704732514454,Not Hired,60231.294350935306,1,2,94.42132035426575,9
1007,Charlie Miller,20,Non-Binary,PhD,0,"['""Java / Spring""']",HR Manager,Accepted,77.3660043537873,Not Hired,79401.37549108895,5,3,57.14965141244428,32
1030,John Davis,42,Female,Master,6,"['""Python / SQL""']",Data Analyst,Accepted,69.72409743143241,Hired,50521.43494184808,7,4,72.13077083034183,19
CAND1037,Alice García,37,Male,Diploma,14,"['""Java / Spring""']",Data Analyst,Rejected,97.98170862475476,Not Hired,70119.8060910492,4,4,88.60581257349607,31
1016,Harry Martínez,27,Male,Bachelor,21,"['""HR / Management""']",Software Engineer,Pending,84.00564257431674,Not Hired,34746.746088989006,8,2,56.051280911560205,47
CAND1038,John Miller,31,Male,High School,11,"['""HR / Management""']",Software Engineer,Accepted,66.16217887370165,Not Hired,60890.02887108725,3,1,51.558272039616604,34
1018,Bob Miller,37,Male,Diploma,10,"['""Java / Spring""']",Software Engineer,Pending,93.13421473216303,Not Hired,28282.093108377754,8,1,91.2310162023845,25
1018,Eve Brown,37,Male,PhD,10,"['""Java / Spring""']",Data Analyst,Pending,81.16110046220564,Hired,31751.547981025593,8,1,80.87020971450389,23
1007,Charlie Rodriguez,20,Non-Binary,Master,1,"['""Java / Spring""']",Marketing Specialist,Accepted,70.10915476647834,Not Hired,76402.05291234139,5,3,62.30617710766872,27
1025,Charlie Rodriguez,26,Female,Diploma,12,"['""HR / Management""']",Data Analyst,Rejected,92.96975732079174,Not Hired,37989.90216615758,9,4,57.369457459272695,48
CAND1040,Jane Jones,27,Female,Bachelor,9,"['""Java / Spring""']",HR Manager,Rejected,67.39279834442243,Not Hired,38304.22680825078,6,2,65.13378675328553,41
CAND1048,Jane Williams,41,Male,High School,6,"['""JavaScript / React""']",Marketing Specialist,Accepted,86.1644374416383,Hired,65519.61010631782,3,3,66.93383163965302,41
1017,Harry Martínez,20,Female,Diploma,11,"['""Java / Spring""']",Marketing Specialist,Rejected,70.7707017781215,Not Hired,101408.90629629022,0,0,76.49275185224786,39
CAND1037,Ivy García,35,Male,Diploma,16,"['""Java / Spring""']",Data Analyst,Rejected,99.83696313182239,Not Hired,66663.88164567424,4,4,100.0,37
CAND1045,David Davis,52,Female,PhD,1,"['""HR / Management""']",Software Engineer,Accepted,92.58548896428701,Not Hired,64628.707165760454,0,2,64.2735410885564,27
CAND1047,Ivy Williams,45,Female,High School,3,"['""HR / Management""']",Data Analyst,Pending,66.08503743101474,Not Hired,43567.424621586215,5,5,77.33204512401943,40
CAND1037,Ivy Johnson,38,Male,Master,17,"['""Java / Spring""']",Marketing Specialist,Rejected,90.6490646164446,Not Hired,76674.69402553738,4,4,97.66297279458293,38
1015,David Martínez,33,Female,High School,7,"['""Data Science / ML""']",HR Manager,Rejected,100.0,Not Hired,31501.43572833369,7,5,94.69735391490832,34
1034,Ivy Williams,48,Male,PhD,21,"['""JavaScript / React""']",Marketing Specialist,Accepted,90.9360542298868,Not Hired,99036.7993698474,6,4,75.53548829357172,60
1017,Ivy Rodriguez,24,Female,Diploma,11,"['""Java / Spring""']",Software Engineer,Rejected,65.15176385239822,Hired,99676.81502691649,0,0,71.14129754364563,39
1003,Ivy Rodriguez,32,Male,Diploma,19,"['""HR / Management""']",Software Engineer,Rejected,80.24963884763162,Hired,62804.75597771606,0,3,86.02481335903349,54
1008,David Miller,32,Female,Bachelor,20,"['""Java / Spring""']",HR Manager,Accepted,73.88558421117007,Not Hired,95319.20017009717,6,0,87.9635574387716,17
1004,Eve Miller,42,Female,PhD,20,"['""Data Science / ML""']",Software Engineer,Rejected,96.78999619148753,Not Hired,57418.944377192056,7,4,62.80404802994763,9
1018,Eve Brown,38,Male,PhD,9,"['""Java / Spring""']",Software Engineer,Pending,91.72750909208764,Not Hired,27667.057673295192,8,1,71.59628597472482,19
1035,Bob Jones,35,Male,PhD,6,"['""Python / SQL""']",HR Manager,Rejected,96.49555315912332,Not Hired,78246.42071172949,0,0,81.96974542826682,14
1015,Ivy Jones,33,Female,Master,8,"['""Data Science / ML""']",Data Analyst,Rejected,95.47311716195219,Not Hired,34223.309553914034,7,5,94.60098816893803,36
CAND1046,Bob Davis,37,Female,Bachelor,5,"['""HR / Management""']",HR Manager,Rejected,86.90306467654831,Not Hired,48245.65199351073,5,4,62.76706643752124,37
1014,Eve Jones,43,Male,Master,5,"['""Java / Spring""']",Data Analyst,Rejected,79.3729627377296,Not Hired,78435.09229037637,7,3,82.10112928114302,37
1012,Grace Rodriguez,42,Female,Master,0,"['""JavaScript / React""']",Data Analyst,Rejected,60.98768141192631,Not Hired,44094.97441696298,8,1,71.96425721597632,50
1027,Harry Martínez,27,Female,Master,3,"['""Java / Spring""']",Marketing Specialist,Accepted,54.78533264270537,Not Hired,45938.222474355855,9,3,60.66149819837439,32
1012,Charlie Brown,41,Female,Bachelor,1,"['""JavaScript / React""']",Software Engineer,Rejected,58.805024144837226,Not Hired,43442.791420545975,8,1,66.13536161037247,50
1001,Harry Jones,41,Male,High School,17,"['""JavaScript / React""']",Data Analyst,Rejected,78.7109522155204,Not Hired,77139.49787879517,9,5,71.75458212731226,56
1023,Ivy Smith,26,Female,High School,5,"['""Java / Spring""']",Marketing Specialist,Rejected,47.56469136054125,Hired,92815.07952623043,6,1,65.69135890048953,20
1013,Bob García,28,Female,PhD,14,"['""Python / SQL""']",Marketing Specialist,Accepted,90.66300456441252,Not Hired,107262.08132725772,1,0,63.23468540035307,47
1016,John Johnson,28,Male,Diploma,21,"['""HR / Management""']",Data Analyst,Pending,73.22263960396312,Not Hired,38984.54867355825,8,2,52.41386925632204,45
CAND1041,Eve Rodriguez,29,Non-Binary,Diploma,8,"['""JavaScript / React""']",Data Analyst,Rejected,79.73874839306978,Hired,35072.375917207035,7,4,79.15968795922278,39
CAND1045,Harry Martínez,52,Female,Bachelor,1,"['""HR / Management""']",Software Engineer,Accepted,98.10871593300743,Hired,64886.9245849424,0,2,66.41700720192826,35
CAND1042,Ivy Jones,45,Female,Bachelor,10,"['""HR / Management""']",HR Manager,Accepted,85.67121248032359,Hired,42034.22412029474,9,5,61.73713977182753,40
CAND1042,Ivy Martínez,45,Female,Master,11,"['""HR / Management""']",Software Engineer,Accepted,94.18358185003859,Hired,39770.267256916806,9,5,52.882683593787895,48
1030,Grace Johnson,42,Female,Master,5,"['""Python / SQL""']",Marketing Specialist,Accepted,73.15962656882698,Not Hired,48675.13850194392,7,4,76.03459166287678,23
1007,Charlie Martínez,20,Non-Binary,PhD,1,"['""Java / Spring""']",Marketing Specialist,Accepted,85.72752478183288,Hired,77186.45705347766,5,3,61.361912034453276,32
1012,Ivy Smith,42,Female,High School,2,"['""JavaScript / React""']",HR Manager,Rejected,56.63866316673016,Hired,41218.257650340696,8,1,62.89558462218622,43
1006,Charlie Rodriguez,31,Female,Diploma,18,"['""Python / SQL""']",Marketing Specialist,Pending,77.76903623937918,Not Hired,54795.81017844925,1,4,89.22642986469613,42
CAND1044,Ivy Smith,24,Male,PhD,15,"['""Java / Spring""']",Software Engineer,Rejected,59.844473377793875,Not Hired,60135.46598971434,3,1,49.71217161276375,22
1026,Ivy Johnson,27,Female,High School,19,"['""Java / Spring""']",Software Engineer,Rejected,100.0,Not Hired,68045.19157917154,10,3,50.31247725641835,44
CAND1039,Alice García,28,Female,PhD,5,"['""Java / Spring""']",Marketing Specialist,Rejected,99.31591022465702,Not Hired,112959.25044135388,5,1,62.18497403641889,6
1032,Bob Williams,27,Female,High School,1,"['""Data Science / ML""']",Data Analyst,Pending,58.94211543570586,Not Hired,52622.37037596764,10,4,63.84732492530035,29
1010,Harry Williams,40,Female,Diploma,10,"['""JavaScript / React""']",Marketing Specialist,Rejected,94.91224625385499,Hired,82124.40553567933,10,3,59.55033398324421,20
1013,Grace Williams,27,Female,Bachelor,15,"['""Python / SQL""']",Marketing Specialist,Accepted,89.84054813573496,Hired,107340.33963496906,1,0,66.1284287026342,46
1033,David Brown,49,Male,High School,15,"['""Java / Spring""']",Data Analyst,Rejected,91.35415569446519,Hired,115872.97436906652,3,0,89.29474575128832,29
1014,John Miller,43,Male,Diploma,4,"['""Java / Spring""']",Marketing Specialist,Rejected,82.7287869660658,Not Hired,83472.58342928205,7,3,85.34568452331874,38
1025,David García,22,Female,Diploma,12,"['""HR / Management""']",Data Analyst,Rejected,81.80120980091941,Not Hired,39564.010787191815,9,4,55.1814731679145,57
1019,Bob Miller,35,Female,Master,4,"['""Data Science / ML""']",Data Analyst,Pending,56.69691132913267,Not Hired,105533.25455849584,2,0,50.80088277880495,26
1021,Charlie Smith,29,Male,Diploma,16,"['""Python / SQL""']",Marketing Specialist,Accepted,72.76057563940473,Hired,96429.05534838104,8,4,55.451204955164684,47
1011,Alice García,46,Male,Diploma,0,"['""Data Science / ML""']",Data Analyst,Rejected,75.45376358492493,Not Hired,107282.7267731383,5,0,60.2564474857752,34
1000,Bob Rodriguez,26,Female,PhD,10,"['”HR / Management""']",HR Manager,Accepted,81.93970782502883,Hired,59471.87298901494,1,2,93.94782018660152,12
1015,Harry Davis,32,Female,Master,7,"['""Data Science / ML""']",Data Analyst,Rejected,100.0,Hired,36832.40234140255,7,5,96.52105160423187,32
1025,Bob Martínez,26,Female,PhD,11,"['""HR / Management""']",HR Manager,Rejected,84.9161585759638,Not Hired,36494.24005610808,9,4,54.402159084335146,50
1016,David Miller,25,Male,Master,19,"['""HR / Management""']",HR Manager,Pending,79.4850312823928,Not Hired,35292.93561007985,8,2,62.03144383019658,43
1033,John Rodriguez,46,Male,Diploma,13,"['""Java / Spring""']",Data Analyst,Rejected,87.35099707153327,Hired,106066.45292558227,3,0,88.32127282753059,27
CAND1049,Bob Martínez,34,Male,Diploma,14,"['""HR / Management""']",Marketing Specialist,Accepted,79.42969031131028,Hired,88645.12420394483,9,1,95.70665220136571,11
1012,David Smith,42,Female,Bachelor,0,"['""JavaScript / React""']",Marketing Specialist,Rejected,61.50519040672073,Not Hired,42556.97197305744,8,1,68.05028918753315,45
